log_id,timestamp,junction_id,neighbor_junction_id,message_type,priority_class,day_type,is_festival,is_rain,is_accident,proposed_green_time_sec,counter_offer_time_sec,final_agreed_time_sec,negotiation_rounds,response_latency_ms,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
LOG1000114,2026-04-08 17:36:51.000000,J022,J030,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,81.0,61.9,64.9,4,409,0.781,17.7,50.2,131.5,0.081,0.187,0.912,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000115,2025-02-17 18:59:50.000000,J016,J036,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,79.0,86.0,4,398,0.858,10.8,51.9,172.6,0.084,0.195,0.884,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000116,2025-11-23 13:56:18.000000,J023,J031,COUNTER,Normal,Weekend,False,False,False,23.4,18.0,20.3,2,253,0.164,31.6,12.7,90.7,0.079,0.183,0.92,Normal free-flow traffic - standard signal timing maintained
LOG1000117,2025-10-16 15:25:11.000000,J014,J010,COUNTER,Normal,Weekday,False,True,True,69.9,43.6,50.5,2,298,0.624,20.9,41.6,99.1,0.068,0.157,0.72,Accident detected nearby - reroute and reduced speed advised
LOG1000118,2025-02-04 20:19:54.000000,J032,J002,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,58.8,38.1,42.2,4,404,0.563,19.2,42.0,129.4,0.077,0.178,0.834,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000119,2026-01-03 12:35:53.000000,J015,J038,GRANT,Normal,Weekend,False,False,False,22.6,22.6,22.8,1,255,0.068,43.3,4.0,65.3,0.061,0.14,0.979,Normal free-flow traffic - standard signal timing maintained
LOG1000120,2025-04-30 19:03:54.000000,J024,J009,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,87.4,56.9,64.5,3,344,0.844,11.7,54.6,208.4,0.094,0.217,0.923,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000121,2026-05-24 10:39:49.000000,J013,J039,DENY_THEN_COUNTER,Bus,Weekend,False,True,False,69.4,39.4,44.7,3,379,0.404,34.5,29.9,104.1,0.07,0.162,0.851,Bus priority granted - green extension issued to reduce transit delay
LOG1000122,2026-01-13 17:53:44.000000,J015,J021,COUNTER,Bus,Weekday,False,False,False,93.3,60.1,71.2,2,261,0.547,23.3,42.8,161.8,0.11,0.253,0.914,Bus priority granted - green extension issued to reduce transit delay
LOG1000123,2026-05-10 17:02:29.000000,J021,J037,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,66.4,36.8,42.7,4,370,0.643,15.3,35.0,152.0,0.082,0.189,0.889,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000124,2025-07-26 18:37:32.000000,J014,J008,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,90.0,71.7,76.3,3,397,0.848,12.4,55.8,188.4,0.102,0.235,0.863,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000125,2025-09-16 08:01:06.000000,J024,J009,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,72.2,50.2,53.3,4,438,0.668,18.0,41.8,135.0,0.083,0.191,0.924,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000126,2026-04-06 10:39:45.000000,J029,J016,COUNTER,Normal,Weekday,False,False,False,62.8,39.7,48.9,2,279,0.524,21.5,39.2,96.0,0.078,0.179,0.946,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000127,2026-02-09 08:14:46.000000,J042,J022,COUNTER,Normal,Weekday,False,False,False,84.9,68.6,75.0,2,316,0.787,18.9,51.7,117.9,0.075,0.173,0.934,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000128,2026-04-28 09:12:42.000000,J030,J032,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,99.3,74.0,79.9,3,355,0.609,25.2,44.3,150.0,0.113,0.262,0.871,Bus priority granted - green extension issued to reduce transit delay
LOG1000129,2026-05-17 17:09:53.000000,J016,J010,DENY_THEN_COUNTER,Bus,Weekend,False,True,False,87.8,62.8,70.3,3,372,0.479,27.9,35.8,89.9,0.059,0.135,0.873,Bus priority granted - green extension issued to reduce transit delay
LOG1000130,2026-05-08 18:48:54.000000,J006,J012,COUNTER,Normal,Weekday,False,False,False,86.7,50.7,60.6,2,281,0.907,11.1,61.6,358.0,0.173,0.4,0.902,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000131,2025-06-13 20:55:18.000000,J033,J029,COUNTER,Normal,Weekday,False,True,False,48.3,28.6,33.0,2,319,0.446,29.2,31.4,89.5,0.069,0.159,0.914,Light rain detected - minor speed reduction advised
LOG1000132,2026-01-04 21:56:52.000000,J004,J006,COUNTER,Bus,Weekend,False,False,False,40.3,32.0,37.5,2,284,0.091,33.5,4.1,79.7,0.068,0.157,0.938,Bus priority granted - green extension issued to reduce transit delay
LOG1000133,2025-09-26 07:24:38.000000,J020,J032,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,66.2,39.3,44.8,3,285,0.626,20.3,46.2,98.9,0.061,0.14,0.863,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000134,2026-06-07 18:03:46.000000,J010,J005,COUNTER,Bus,Weekend,False,False,False,81.7,67.5,67.2,2,318,0.439,18.7,32.7,96.7,0.052,0.121,0.956,Bus priority granted - green extension issued to reduce transit delay
LOG1000135,2026-05-05 08:36:51.000000,J034,J013,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,69.0,72.2,3,378,0.884,9.9,58.7,287.8,0.13,0.301,0.896,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000136,2025-09-13 08:48:03.000000,J012,J006,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,83.7,57.8,61.4,4,477,0.715,16.9,42.5,160.6,0.098,0.225,0.857,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000137,2025-01-20 11:21:02.000000,J036,J008,GRANT,Normal,Weekday,False,False,False,38.1,38.1,38.7,1,312,0.264,35.5,13.8,37.5,0.045,0.103,0.964,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000138,2026-06-09 02:42:45.000000,J041,J039,COUNTER,Normal,Weekday,False,True,False,47.7,32.6,33.9,2,245,0.465,22.2,29.2,82.3,0.065,0.15,0.891,Light rain detected - minor speed reduction advised
LOG1000139,2026-01-17 11:02:22.000000,J038,J042,GRANT,Normal,Weekend,False,False,False,35.5,35.5,37.6,1,223,0.242,33.9,19.7,80.2,0.067,0.155,0.952,Normal free-flow traffic - standard signal timing maintained
LOG1000140,2025-09-06 12:06:04.000000,J042,J005,COUNTER,Normal,Weekend,True,False,False,40.4,31.6,37.5,2,362,0.353,29.3,29.1,76.4,0.049,0.113,0.92,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000141,2026-03-18 15:22:17.000000,J004,J011,GRANT,Bus,Weekday,False,False,False,46.5,46.5,44.7,1,293,0.173,35.5,14.4,61.4,0.048,0.111,0.98,Bus priority granted - green extension issued to reduce transit delay
LOG1000142,2025-10-24 18:02:13.000000,J030,J020,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,90.0,61.6,65.4,4,394,0.897,13.1,58.8,101.3,0.052,0.12,0.835,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000143,2025-11-23 07:56:03.000000,J007,J009,COUNTER,Normal,Weekend,False,False,False,60.4,33.9,40.2,2,315,0.48,29.3,28.5,46.0,0.026,0.061,0.951,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000144,2025-10-08 18:26:47.000000,J040,J019,COUNTER,Normal,Weekday,False,False,False,90.0,50.9,65.7,2,255,0.897,9.8,59.2,118.5,0.056,0.13,0.91,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000145,2026-06-12 08:05:45.000000,J011,J042,COUNTER,Normal,Weekday,False,False,False,79.9,67.7,69.1,2,356,0.748,13.8,49.4,247.7,0.123,0.284,0.971,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000146,2025-06-07 18:04:44.000000,J022,J001,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,78.5,47.6,54.4,3,339,0.751,17.9,46.1,151.0,0.087,0.202,0.873,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000147,2026-01-11 18:00:34.000000,J002,J004,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,69.0,61.6,61.0,4,410,0.588,21.2,41.4,157.2,0.111,0.257,0.892,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000148,2026-05-25 07:34:34.000000,J015,J011,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,76.8,52.5,52.1,4,466,0.72,16.5,51.9,140.7,0.08,0.184,0.867,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000149,2026-04-30 12:52:02.000000,J002,J022,COUNTER,Normal,Weekday,False,False,False,27.8,20.5,25.3,2,336,0.147,30.7,11.6,50.2,0.018,0.042,0.958,Normal free-flow traffic - standard signal timing maintained
LOG1000150,2025-02-22 20:27:34.000000,J020,J022,GRANT,Normal,Weekend,False,False,False,34.8,34.8,38.9,1,236,0.326,30.7,21.5,96.0,0.094,0.218,0.948,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000151,2025-11-09 19:03:57.000000,J009,J032,COUNTER,Bus,Weekend,False,False,False,79.1,53.3,60.4,2,319,0.394,21.7,23.5,89.0,0.068,0.156,0.96,Bus priority granted - green extension issued to reduce transit delay
LOG1000152,2026-01-13 19:10:39.000000,J034,J035,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,79.3,44.1,49.5,4,445,0.831,15.8,57.1,159.0,0.071,0.163,0.898,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000153,2026-05-11 20:26:43.000000,J006,J038,GRANT,Normal,Weekday,False,False,False,54.2,54.2,56.4,1,256,0.463,21.8,24.8,83.3,0.042,0.098,0.972,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000154,2025-09-10 20:59:08.000000,J002,J005,COUNTER,Normal,Weekday,False,False,False,42.5,33.4,36.2,2,285,0.367,25.4,29.3,81.5,0.06,0.139,0.96,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000155,2025-11-04 17:42:01.000000,J010,J003,COUNTER,Normal,Weekday,False,False,False,85.1,67.8,69.9,2,261,0.822,12.3,55.5,187.5,0.088,0.204,0.937,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000156,2026-02-03 02:12:59.000000,J015,J009,COUNTER,Bus,Weekday,False,False,False,38.9,32.8,32.4,2,289,0.126,37.5,5.4,41.3,0.029,0.067,0.956,Bus priority granted - green extension issued to reduce transit delay
LOG1000157,2026-02-26 16:51:49.000000,J016,J037,GRANT,Bus,Weekday,False,False,False,69.7,69.7,69.5,1,301,0.341,26.5,23.2,75.8,0.046,0.107,0.964,Bus priority granted - green extension issued to reduce transit delay
LOG1000158,2025-05-31 10:45:33.000000,J040,J020,GRANT,Normal,Weekend,False,False,False,39.8,39.8,38.7,1,287,0.29,19.7,17.2,99.5,0.051,0.118,0.965,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000159,2025-03-27 13:53:20.000000,J003,J028,GRANT,Normal,Weekday,False,False,False,24.3,24.3,25.7,1,305,0.081,37.5,2.6,37.7,0.014,0.032,0.97,Normal free-flow traffic - standard signal timing maintained
LOG1000160,2025-10-17 13:27:13.000000,J037,J007,COUNTER,Normal,Weekday,False,True,False,37.9,31.2,31.7,2,374,0.319,30.8,19.1,79.7,0.054,0.125,0.886,Light rain detected - minor speed reduction advised
LOG1000161,2025-12-08 13:16:51.000000,J013,J028,COUNTER,Normal,Weekday,False,False,False,31.0,18.3,24.9,2,327,0.194,33.0,12.0,80.5,0.049,0.112,0.942,Normal free-flow traffic - standard signal timing maintained
LOG1000162,2026-03-26 18:03:02.000000,J033,J035,DENY_THEN_COUNTER,Bus,Weekday,True,False,False,102.0,63.6,73.0,4,363,0.618,17.9,41.7,154.8,0.088,0.204,0.876,Bus priority granted - green extension issued to reduce transit delay
LOG1000163,2025-06-12 08:18:31.000000,J026,J034,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,95.4,67.1,74.7,3,398,0.514,25.4,37.5,103.5,0.065,0.149,0.923,Bus priority granted - green extension issued to reduce transit delay
LOG1000164,2025-01-07 16:20:04.000000,J006,J035,GRANT,Normal,Weekday,False,False,False,48.9,48.9,48.7,1,181,0.413,22.5,27.1,145.5,0.093,0.215,0.936,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000165,2025-02-25 21:52:30.000000,J021,J025,COUNTER,Bus,Weekday,False,False,False,48.5,36.2,40.8,2,348,0.14,25.9,12.2,78.5,0.051,0.118,0.943,Bus priority granted - green extension issued to reduce transit delay
LOG1000166,2025-09-05 10:40:32.000000,J023,J021,DENY_THEN_COUNTER,Normal,Weekday,True,False,False,73.2,65.1,67.0,3,335,0.669,17.0,43.6,191.4,0.109,0.253,0.882,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1000167,2026-06-23 20:52:30.000000,J026,J024,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,93.4,62.2,70.3,3,357,0.521,27.0,34.6,128.3,0.099,0.23,0.88,Bus priority granted - green extension issued to reduce transit delay
LOG1000168,2025-09-02 19:50:01.000000,J020,J010,COUNTER,Normal,Weekday,False,False,False,64.5,35.9,45.1,2,277,0.616,18.4,39.0,181.9,0.116,0.267,0.978,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000169,2025-08-01 12:45:44.000000,J033,J004,COUNTER,Bus,Weekday,False,True,False,60.4,44.5,49.3,2,234,0.229,21.9,14.3,69.0,0.03,0.07,0.904,Bus priority granted - green extension issued to reduce transit delay
LOG1000170,2025-12-20 10:27:51.000000,J030,J003,GRANT,Normal,Weekend,False,False,False,60.0,60.0,58.9,1,262,0.423,20.9,33.6,97.3,0.047,0.109,0.942,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000171,2025-01-22 19:37:52.000000,J038,J042,COUNTER,Bus,Weekday,False,False,False,87.8,78.0,84.3,2,242,0.477,24.7,30.1,112.9,0.085,0.196,0.951,Bus priority granted - green extension issued to reduce transit delay
LOG1000172,2026-03-11 22:17:19.000000,J008,J040,COUNTER,Normal,Weekday,False,False,False,21.0,15.7,17.9,2,314,0.135,33.3,8.2,31.9,0.025,0.057,0.973,Normal free-flow traffic - standard signal timing maintained
LOG1000173,2025-01-03 09:27:38.000000,J040,J042,COUNTER,Normal,Weekday,False,False,False,82.2,70.3,74.1,2,274,0.85,13.1,58.2,259.0,0.113,0.261,0.923,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000174,2025-04-01 07:00:57.000000,J019,J015,COUNTER,Normal,Weekday,False,False,False,42.4,36.5,40.8,2,324,0.349,27.9,26.4,83.4,0.074,0.171,0.95,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000175,2026-01-28 14:18:55.000000,J023,J032,COUNTER,Normal,Weekday,False,False,False,21.8,17.7,20.9,2,264,0.081,39.5,10.0,26.5,0.015,0.035,0.954,Normal free-flow traffic - standard signal timing maintained
LOG1000176,2026-05-08 09:00:48.000000,J024,J021,COUNTER,Normal,Weekday,False,True,False,90.0,51.3,65.4,2,281,0.897,11.6,58.0,191.6,0.061,0.141,0.87,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000177,2025-05-09 08:38:13.000000,J020,J022,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,62.1,69.2,3,306,0.89,10.3,59.8,188.5,0.075,0.173,0.909,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000178,2026-06-25 09:54:36.000000,J023,J042,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,84.4,52.4,60.7,3,358,0.906,10.4,56.8,224.2,0.083,0.192,0.844,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000179,2026-02-04 19:10:40.000000,J024,J033,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,80.5,48.2,55.1,4,459,0.794,12.5,56.8,191.7,0.1,0.23,0.897,Heavy congestion detected - signal timing extended and reroute suggested
LOG1000180,2026-05-17 09:51:47.000000,J033,J013,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,62.2,48.4,47.9,4,407,0.596,19.1,39.6,126.4,0.086,0.198,0.861,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000181,2025-03-11 21:58:36.000000,J016,J039,GRANT,Normal,Weekday,False,False,False,33.0,33.0,32.1,1,196,0.215,37.2,13.4,64.9,0.068,0.157,0.982,Normal free-flow traffic - standard signal timing maintained
LOG1000182,2025-08-09 16:17:40.000000,J002,J024,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,63.5,43.0,49.0,3,386,0.567,21.4,42.0,143.1,0.081,0.186,0.885,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000183,2026-04-28 20:15:22.000000,J003,J034,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,87.0,76.7,78.3,4,451,0.477,19.4,27.3,140.2,0.079,0.183,0.885,Bus priority granted - green extension issued to reduce transit delay
LOG1000184,2025-10-17 08:03:02.000000,J028,J010,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,77.3,60.7,61.2,4,420,0.444,27.6,34.7,121.9,0.092,0.213,0.918,Bus priority granted - green extension issued to reduce transit delay
LOG1000185,2025-10-31 15:05:57.000000,J038,J024,GRANT,Normal,Weekday,False,False,False,32.7,32.7,31.6,1,239,0.212,31.3,14.4,50.2,0.021,0.048,0.973,Normal free-flow traffic - standard signal timing maintained
LOG1000186,2025-12-03 07:19:04.000000,J023,J036,GRANT,Bus,Weekday,False,False,False,64.5,64.5,64.2,1,219,0.284,33.8,18.5,71.8,0.063,0.146,0.961,Bus priority granted - green extension issued to reduce transit delay
LOG1000187,2025-03-11 23:20:11.000000,J024,J038,COUNTER,Bus,Weekday,False,False,False,31.4,21.9,29.3,2,341,0.056,30.5,3.8,42.2,0.045,0.103,0.959,Bus priority granted - green extension issued to reduce transit delay
LOG1000188,2025-04-05 19:45:09.000000,J011,J031,GRANT,Bus,Weekend,False,False,False,74.1,74.1,74.3,1,221,0.331,27.6,22.7,73.2,0.066,0.154,0.97,Bus priority granted - green extension issued to reduce transit delay
LOG1000189,2025-11-24 06:05:51.000000,J040,J005,GRANT,Normal,Weekday,False,False,False,17.6,17.6,13.6,1,297,0.145,26.5,7.2,66.7,0.033,0.076,0.968,Normal free-flow traffic - standard signal timing maintained
LOG1000190,2025-05-07 07:13:12.000000,J017,J021,GRANT,Normal,Weekday,False,False,False,46.9,46.9,49.6,1,182,0.368,31.6,25.2,78.5,0.062,0.144,0.968,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000191,2025-01-29 16:11:30.000000,J035,J025,GRANT,Normal,Weekday,False,False,False,45.7,45.7,47.8,1,292,0.392,29.3,21.0,100.3,0.084,0.194,0.923,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000192,2025-02-11 18:14:36.000000,J017,J019,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,102.0,90.0,90.0,3,342,0.59,22.8,40.8,194.3,0.152,0.35,0.906,Bus priority granted - green extension issued to reduce transit delay
LOG1000193,2025-04-25 10:25:43.000000,J032,J024,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,57.9,37.8,42.2,3,379,0.589,22.2,36.8,136.0,0.099,0.229,0.943,Moderate traffic flow - standard adaptive signal timing in effect
LOG1000194,2025-09-01 19:50:47.000000,J036,J042,COUNTER,Normal,Weekday,False,True,False,81.7,52.8,60.9,2,327,0.788,18.5,48.5,153.9,0.101,0.232,0.896,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1000195,2025-12-19 15:09:06.000000,J004,J030,GRANT,Normal,Weekday,False,False,False,34.8,34.8,36.0,1,269,0.213,28.0,16.9,74.1,0.05,0.115,0.962,Normal free-flow traffic - standard signal timing maintained
LOG1000196,2025-03-22 10:03:56.000000,J001,J003,GRANT,Bus,Weekend,False,False,False,61.7,61.7,61.7,1,277,0.276,31.6,17.5,30.7,0.016,0.038,0.961,Bus priority granted - green extension issued to reduce transit delay
LOG1000197,2025-12-03 08:51:09.000000,J028,J037,COUNTER,Bus,Weekday,False,False,False,98.1,60.8,74.9,2,393,0.615,17.9,35.4,143.2,0.059,0.136,0.951,Bus priority granted - green extension issued to reduce transit delay
LOG1000198,2025-03-31 20:56:16.000000,J023,J033,DENY_THEN_COUNTER,Normal,Weekday,True,False,False,64.2,46.5,46.2,4,428,0.57,22.9,37.0,154.8,0.117,0.271,0.866,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1000199,2025-10-27 08:59:14.000000,J027,J037,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,97.5,54.9,66.3,4,454,0.627,21.4,40.1,93.6,0.076,0.175,0.927,Bus priority granted - green extension issued to reduce transit delay
LOG1000200,2026-05-28 12:55:11.000000,J037,J025,COUNTER,Bus,Weekday,False,False,False,35.1,31.3,30.0,2,325,0.048,32.2,2.0,81.6,0.064,0.149,0.966,Bus priority granted - green extension issued to reduce transit delay
LOG1000201,2025-03-21 06:59:17.000000,J003,J006,COUNTER,Bus,Weekday,False,False,False,54.0,35.2,45.4,2,258,0.212,27.9,7.8,72.6,0.033,0.077,0.942,Bus priority granted - green extension issued to reduce transit delay
LOG1000202,2025-03-09 13:42:40.000000,J012,J004,COUNTER,Normal,Weekend,False,False,False,17.0,13.1,12.4,2,271,0.045,43.6,4.3,53.9,0.041,0.094,0.94,Normal free-flow traffic - standard signal timing maintained
LOG1000203,2025-12-30 18:56:08.000000,J008,J016,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,102.0,86.3,90.0,4,457,0.588,21.4,35.4,157.1,0.104,0.24,0.91,Bus priority granted - green extension issued to reduce transit delay
